Country,Year,Month,Calendar Day,Products ,Metro Cities,"Retail Selling Price (Rsp) Of Petrol And Diesel (UOM:INR/L(IndianRupeesperLitre)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-17,Diesel,Delhi,66.79
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-17,Diesel,Mumbai,71.12
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-17,Diesel,Chennai,70.49
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-17,Diesel,Kolkata,69.33
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-16,Petrol,Delhi,75.10
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-16,Petrol,Mumbai,82.94
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-16,Petrol,Chennai,77.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-16,Petrol,Kolkata,77.79
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-16,Diesel,Delhi,66.57
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-16,Diesel,Mumbai,70.88
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-16,Diesel,Chennai,70.25
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-16,Diesel,Kolkata,69.11
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-15,Petrol,Delhi,74.95
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-15,Petrol,Mumbai,82.79
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-15,Petrol,Chennai,77.77
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-15,Petrol,Kolkata,77.65
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-15,Diesel,Delhi,66.36
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-15,Diesel,Mumbai,70.66
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-15,Diesel,Chennai,70.02
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-15,Diesel,Kolkata,68.90
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-14,Petrol,Delhi,74.80
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-14,Petrol,Mumbai,82.65
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-14,Petrol,Chennai,77.61
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-14,Petrol,Kolkata,77.50
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-14,Diesel,Delhi,66.14
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-14,Diesel,Mumbai,70.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-14,Diesel,Chennai,69.79
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-14,Diesel,Kolkata,68.68
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-13,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-13,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-13,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-13,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-13,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-13,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-13,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-13,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-12,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-12,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-12,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-12,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-12,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-12,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-12,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-12,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-11,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-11,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-11,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-11,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-11,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-11,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-11,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-11,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-10,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-10,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-10,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-10,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-10,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-10,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-10,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-10,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-09,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-09,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-09,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-09,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-09,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-09,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-09,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-09,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-08,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-08,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-08,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-08,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-08,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-08,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-08,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-08,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-07,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-07,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-07,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-07,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-07,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-07,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-07,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-07,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-06,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-06,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-06,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-06,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-06,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-06,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-06,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-06,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-05,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-05,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-05,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-05,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-05,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-05,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-05,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-05,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-04,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-04,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-04,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-04,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-04,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-04,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-04,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-04,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-03,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-03,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-03,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-03,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-03,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-03,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-03,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-03,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-02,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-02,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-02,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-02,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-02,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-02,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-02,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-02,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-01,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-01,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-01,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-01,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-01,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-01,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-01,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","May, 2018",2018-05-01,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-30,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-30,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-30,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-30,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-30,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-30,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-30,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-30,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-29,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-29,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-29,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-29,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-29,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-29,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-29,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-29,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-28,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-28,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-28,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-28,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-28,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-28,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-28,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-28,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-27,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-27,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-27,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-27,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-27,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-27,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-27,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-27,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-26,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-26,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-26,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-26,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-26,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-26,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-26,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-26,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-25,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-25,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-25,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-25,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-25,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-25,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-25,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-25,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-24,Petrol,Delhi,74.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-24,Petrol,Mumbai,82.48
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-24,Petrol,Chennai,77.43
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-24,Petrol,Kolkata,77.32
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-24,Diesel,Delhi,65.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-24,Diesel,Mumbai,70.20
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-24,Diesel,Chennai,69.56
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-24,Diesel,Kolkata,68.63
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-23,Petrol,Delhi,74.50
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-23,Petrol,Mumbai,82.35
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-23,Petrol,Chennai,77.29
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-23,Petrol,Kolkata,77.20
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-23,Diesel,Delhi,65.75
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-23,Diesel,Mumbai,70.01
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-23,Diesel,Chennai,69.37
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-23,Diesel,Kolkata,68.45
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-22,Petrol,Delhi,74.40
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-22,Petrol,Mumbai,82.25
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-22,Petrol,Chennai,77.19
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-22,Petrol,Kolkata,77.10
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-22,Diesel,Delhi,65.65
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-22,Diesel,Mumbai,69.91
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-22,Diesel,Chennai,69.27
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-22,Diesel,Kolkata,68.35
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-21,Petrol,Delhi,74.21
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-21,Petrol,Mumbai,82.06
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-21,Petrol,Chennai,76.99
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-21,Petrol,Kolkata,76.91
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-21,Diesel,Delhi,65.46
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-21,Diesel,Mumbai,69.70
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-21,Diesel,Chennai,69.06
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-21,Diesel,Kolkata,68.16
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-20,Petrol,Delhi,74.08
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-20,Petrol,Mumbai,81.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-20,Petrol,Chennai,76.85
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-20,Petrol,Kolkata,76.78
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-20,Diesel,Delhi,65.31
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-20,Diesel,Mumbai,69.54
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-20,Diesel,Chennai,68.90
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-20,Diesel,Kolkata,68.01
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-19,Petrol,Delhi,74.07
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-19,Petrol,Mumbai,81.92
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-19,Petrol,Chennai,76.84
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-19,Petrol,Kolkata,76.77
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-19,Diesel,Delhi,65.27
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-19,Diesel,Mumbai,69.50
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-19,Diesel,Chennai,68.86
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-19,Diesel,Kolkata,67.97
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-18,Petrol,Delhi,74.02
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-18,Petrol,Mumbai,81.87
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-18,Petrol,Chennai,76.79
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-18,Petrol,Kolkata,76.73
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-18,Diesel,Delhi,65.18
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-18,Diesel,Mumbai,69.41
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-18,Diesel,Chennai,68.76
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-18,Diesel,Kolkata,67.88
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-17,Petrol,Delhi,74.02
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-17,Petrol,Mumbai,81.87
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-17,Petrol,Chennai,76.79
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-17,Petrol,Kolkata,76.73
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-17,Diesel,Delhi,65.18
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-17,Diesel,Mumbai,69.41
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-17,Diesel,Chennai,68.76
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-17,Diesel,Kolkata,67.88
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-16,Petrol,Delhi,74.02
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-16,Petrol,Mumbai,81.87
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-16,Petrol,Chennai,76.79
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-16,Petrol,Kolkata,76.73
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-16,Diesel,Delhi,65.18
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-16,Diesel,Mumbai,69.41
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-16,Diesel,Chennai,68.76
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-16,Diesel,Kolkata,67.88
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-15,Petrol,Delhi,73.98
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-15,Petrol,Mumbai,81.83
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-15,Petrol,Chennai,76.75
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-15,Petrol,Kolkata,76.69
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-15,Diesel,Delhi,65.09
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-15,Diesel,Mumbai,69.31
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-15,Diesel,Chennai,68.67
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-15,Diesel,Kolkata,67.78
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-14,Petrol,Delhi,73.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-14,Petrol,Mumbai,81.79
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-14,Petrol,Chennai,76.69
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-14,Petrol,Kolkata,76.64
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-14,Diesel,Delhi,65.01
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-14,Diesel,Mumbai,69.23
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-14,Diesel,Chennai,68.58
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-14,Diesel,Kolkata,67.70
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-13,Petrol,Delhi,73.91
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-13,Petrol,Mumbai,81.77
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-13,Petrol,Chennai,76.67
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-13,Petrol,Kolkata,76.62
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-13,Diesel,Delhi,64.96
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-13,Diesel,Mumbai,69.17
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-13,Diesel,Chennai,68.53
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-13,Diesel,Kolkata,67.65
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-12,Petrol,Delhi,73.94
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-12,Petrol,Mumbai,81.80
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-12,Petrol,Chennai,76.71
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-12,Petrol,Kolkata,76.65
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-12,Diesel,Delhi,64.93
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-12,Diesel,Mumbai,69.14
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-12,Diesel,Chennai,68.49
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-12,Diesel,Kolkata,67.62
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-11,Petrol,Delhi,73.98
India,"Financial Year (Apr - Mar), 2018","April, 2018",2018-04-11,Petrol,Mumbai,81.83
